"KEY1","KEY2","KEY3","PERIOD","V1","V2"
"IT","mks_T","225_50_ R_17","2000-1",380.00,3536.00
"IT","mks_T","225_50_ R_17","2001-1",231.00,405.00
"IT","mks_T","225_50_ R_17","2002-1",120.00,2182.00
"IT","mks_T","225_50_ R_17","2003-1",171.00,2163.00
"IT","mks_T","225_50_ R_17","2004-1",207.00,213.00
"IT","mks_T","225_50_ R_17","2005-1",35.00,2266.00
"IT","mks_T","225_50_ R_17","2006-1",275.00,1698.00
"IT","mks_T","225_50_ R_17","2007-1",247.00,3006.00
"IT","mks_T","225_50_ R_17","2008-1",338.00,3931.00
"IT","mks_T","225_50_ R_17","2009-1",164.00,3887.00
"IT","mks_T","225_50_ R_17","2010-1",383.00,2258.00
"IT","mks_T","225_45_R_17","2000-1",252.00,1200.00
"IT","mks_T","225_45_R_17","2001-1",116.00,1260.00
"IT","mks_T","225_45_R_17","2002-1",344.00,1323.00
"IT","mks_T","225_45_R_17","2003-1",110.00,1389.00
"IT","mks_T","225_45_R_17","2004-1",271.00,1459.00
"IT","mks_T","225_45_R_17","2005-1",284.00,1532.00
"IT","mks_T","225_45_R_17","2006-1",78.00,1608.00
"IT","mks_T","225_45_R_17","2007-1",190.00,1688.00
"IT","mks_T","225_45_R_17","2008-1",32.00,1773.00
"IT","mks_T","225_45_R_17","2009-1",351.00,1862.00
"IT","mks_T","225_45_R_17","2010-1",267.00,1955.00
"IT","mks_T","245_40_R_18","2000-1",28.00,3824.00
"IT","mks_T","245_40_R_18","2001-1",204.00,1751.00
"IT","mks_T","245_40_R_18","2002-1",182.00,1740.00
"IT","mks_T","245_40_R_18","2003-1",171.00,3296.00
"IT","mks_T","245_40_R_18","2004-1",236.00,2886.00
"IT","mks_T","245_40_R_18","2005-1",393.00,107.00
"IT","mks_T","245_40_R_18","2006-1",172.00,742.00
"IT","mks_T","245_40_R_18","2007-1",391.00,360.00
"IT","mks_T","245_40_R_18","2008-1",310.00,538.00
"IT","mks_T","245_40_R_18","2009-1",216.00,3367.00
"IT","mks_T","245_40_R_18","2010-1",261.00,3648.00
"DE","mks_T","225_50_ R_17","2000-1",386.00,3585.00
"DE","mks_T","225_50_ R_17","2001-1",234.00,411.00
"DE","mks_T","225_50_ R_17","2002-1",121.00,2212.00
"DE","mks_T","225_50_ R_17","2003-1",174.00,2193.00
"DE","mks_T","225_50_ R_17","2004-1",210.00,216.00
"DE","mks_T","225_50_ R_17","2005-1",36.00,2298.00
"DE","mks_T","225_50_ R_17","2006-1",278.00,1721.00
"DE","mks_T","225_50_ R_17","2007-1",250.00,3048.00
"DE","mks_T","225_50_ R_17","2008-1",343.00,3985.00
"DE","mks_T","225_50_ R_17","2009-1",166.00,3941.00
"DE","mks_T","225_50_ R_17","2010-1",388.00,2289.00
"DE","mks_T","225_45_R_17","2000-1",255.00,1216.00
"DE","mks_T","225_45_R_17","2001-1",118.00,1277.00
"DE","mks_T","225_45_R_17","2002-1",349.00,1342.00
"DE","mks_T","225_45_R_17","2003-1",112.00,1408.00
"DE","mks_T","225_45_R_17","2004-1",274.00,1479.00
"DE","mks_T","225_45_R_17","2005-1",288.00,1553.00
"DE","mks_T","225_45_R_17","2006-1",79.00,1630.00
"DE","mks_T","225_45_R_17","2007-1",193.00,1712.00
"DE","mks_T","225_45_R_17","2008-1",32.00,1797.00
"DE","mks_T","225_45_R_17","2009-1",356.00,1887.00
"DE","mks_T","225_45_R_17","2010-1",270.00,1982.00
"DE","mks_T","245_40_R_18","2000-1",28.00,3877.00
"DE","mks_T","245_40_R_18","2001-1",207.00,1775.00
"DE","mks_T","245_40_R_18","2002-1",184.00,1764.00
"DE","mks_T","245_40_R_18","2003-1",173.00,3342.00
"DE","mks_T","245_40_R_18","2004-1",239.00,2926.00
"DE","mks_T","245_40_R_18","2005-1",399.00,109.00
"DE","mks_T","245_40_R_18","2006-1",175.00,753.00
"DE","mks_T","245_40_R_18","2007-1",396.00,364.00
"DE","mks_T","245_40_R_18","2008-1",314.00,546.00
"DE","mks_T","245_40_R_18","2009-1",218.00,3414.00
"DE","mks_T","245_40_R_18","2010-1",265.00,3698.00
"ES","mks_T","225_50_ R_17","2000-1",314.00,2914.00
"ES","mks_T","225_50_ R_17","2001-1",190.00,334.00
"ES","mks_T","225_50_ R_17","2002-1",98.00,1799.00
"ES","mks_T","225_50_ R_17","2003-1",141.00,1783.00
"ES","mks_T","225_50_ R_17","2004-1",171.00,176.00
"ES","mks_T","225_50_ R_17","2005-1",29.00,1868.00
"ES","mks_T","225_50_ R_17","2006-1",226.00,1399.00
"ES","mks_T","225_50_ R_17","2007-1",204.00,2478.00
"ES","mks_T","225_50_ R_17","2008-1",279.00,3240.00
"ES","mks_T","225_50_ R_17","2009-1",135.00,3204.00
"ES","mks_T","225_50_ R_17","2010-1",316.00,1861.00
"ES","mks_T","225_45_R_17","2000-1",208.00,989.00
"ES","mks_T","225_45_R_17","2001-1",96.00,1038.00
"ES","mks_T","225_45_R_17","2002-1",284.00,1091.00
"ES","mks_T","225_45_R_17","2003-1",91.00,1145.00
"ES","mks_T","225_45_R_17","2004-1",223.00,1202.00
"ES","mks_T","225_45_R_17","2005-1",234.00,1262.00
"ES","mks_T","225_45_R_17","2006-1",64.00,1325.00
"ES","mks_T","225_45_R_17","2007-1",157.00,1392.00
"ES","mks_T","225_45_R_17","2008-1",26.00,1461.00
"ES","mks_T","225_45_R_17","2009-1",290.00,1534.00
"ES","mks_T","225_45_R_17","2010-1",220.00,1611.00
"ES","mks_T","245_40_R_18","2000-1",23.00,3152.00
"ES","mks_T","245_40_R_18","2001-1",168.00,1443.00
"ES","mks_T","245_40_R_18","2002-1",150.00,1434.00
"ES","mks_T","245_40_R_18","2003-1",141.00,2717.00
"ES","mks_T","245_40_R_18","2004-1",194.00,2379.00
"ES","mks_T","245_40_R_18","2005-1",324.00,88.00
"ES","mks_T","245_40_R_18","2006-1",142.00,612.00
"ES","mks_T","245_40_R_18","2007-1",322.00,296.00
"ES","mks_T","245_40_R_18","2008-1",255.00,444.00
"ES","mks_T","245_40_R_18","2009-1",178.00,2775.00
"ES","mks_T","245_40_R_18","2010-1",215.00,3007.00
"IT","mks_T","225_50_ R_17","2000-2",571.00,5304.00
"IT","mks_T","225_50_ R_17","2001-2",346.00,608.00
"IT","mks_T","225_50_ R_17","2002-2",179.00,3274.00
"IT","mks_T","225_50_ R_17","2003-2",257.00,3244.00
"IT","mks_T","225_50_ R_17","2004-2",311.00,320.00
"IT","mks_T","225_50_ R_17","2005-2",53.00,3400.00
"IT","mks_T","225_50_ R_17","2006-2",412.00,2547.00
"IT","mks_T","225_50_ R_17","2007-2",370.00,4510.00
"IT","mks_T","225_50_ R_17","2008-2",507.00,5896.00
"IT","mks_T","225_50_ R_17","2009-2",246.00,5831.00
"IT","mks_T","225_50_ R_17","2010-2",575.00,3387.00
"IT","mks_T","225_45_R_17","2000-2",377.00,1800.00
"IT","mks_T","225_45_R_17","2001-2",174.00,1890.00
"IT","mks_T","225_45_R_17","2002-2",516.00,1985.00
"IT","mks_T","225_45_R_17","2003-2",166.00,2084.00
"IT","mks_T","225_45_R_17","2004-2",406.00,2188.00
"IT","mks_T","225_45_R_17","2005-2",426.00,2297.00
"IT","mks_T","225_45_R_17","2006-2",117.00,2412.00
"IT","mks_T","225_45_R_17","2007-2",286.00,2533.00
"IT","mks_T","225_45_R_17","2008-2",47.00,2659.00
"IT","mks_T","225_45_R_17","2009-2",527.00,2792.00
"IT","mks_T","225_45_R_17","2010-2",400.00,2932.00
"IT","mks_T","245_40_R_18","2000-2",41.00,5737.00
"IT","mks_T","245_40_R_18","2001-2",307.00,2627.00
"IT","mks_T","245_40_R_18","2002-2",273.00,2611.00
"IT","mks_T","245_40_R_18","2003-2",256.00,4944.00
"IT","mks_T","245_40_R_18","2004-2",354.00,4330.00
"IT","mks_T","245_40_R_18","2005-2",590.00,161.00
"IT","mks_T","245_40_R_18","2006-2",259.00,1114.00
"IT","mks_T","245_40_R_18","2007-2",587.00,539.00
"IT","mks_T","245_40_R_18","2008-2",464.00,808.00
"IT","mks_T","245_40_R_18","2009-2",323.00,5051.00
"IT","mks_T","245_40_R_18","2010-2",392.00,5472.00
"DE","mks_T","225_50_ R_17","2000-2",578.00,5377.00
"DE","mks_T","225_50_ R_17","2001-2",351.00,616.00
"DE","mks_T","225_50_ R_17","2002-2",182.00,3319.00
"DE","mks_T","225_50_ R_17","2003-2",260.00,3289.00
"DE","mks_T","225_50_ R_17","2004-2",315.00,324.00
"DE","mks_T","225_50_ R_17","2005-2",53.00,3446.00
"DE","mks_T","225_50_ R_17","2006-2",418.00,2582.00
"DE","mks_T","225_50_ R_17","2007-2",376.00,4572.00
"DE","mks_T","225_50_ R_17","2008-2",514.00,5977.00
"DE","mks_T","225_50_ R_17","2009-2",250.00,5911.00
"DE","mks_T","225_50_ R_17","2010-2",583.00,3434.00
"DE","mks_T","225_45_R_17","2000-2",383.00,1825.00
"DE","mks_T","225_45_R_17","2001-2",176.00,1916.00
"DE","mks_T","225_45_R_17","2002-2",523.00,2012.00
"DE","mks_T","225_45_R_17","2003-2",168.00,2113.00
"DE","mks_T","225_45_R_17","2004-2",412.00,2218.00
"DE","mks_T","225_45_R_17","2005-2",432.00,2329.00
"DE","mks_T","225_45_R_17","2006-2",119.00,2445.00
"DE","mks_T","225_45_R_17","2007-2",290.00,2567.00
"DE","mks_T","225_45_R_17","2008-2",48.00,2696.00
"DE","mks_T","225_45_R_17","2009-2",534.00,2831.00
"DE","mks_T","225_45_R_17","2010-2",406.00,2972.00
"DE","mks_T","245_40_R_18","2000-2",42.00,5816.00
"DE","mks_T","245_40_R_18","2001-2",311.00,2663.00
"DE","mks_T","245_40_R_18","2002-2",277.00,2647.00
"DE","mks_T","245_40_R_18","2003-2",260.00,5012.00
"DE","mks_T","245_40_R_18","2004-2",359.00,4389.00
"DE","mks_T","245_40_R_18","2005-2",598.00,163.00
"DE","mks_T","245_40_R_18","2006-2",262.00,1129.00
"DE","mks_T","245_40_R_18","2007-2",595.00,547.00
"DE","mks_T","245_40_R_18","2008-2",471.00,819.00
"DE","mks_T","245_40_R_18","2009-2",328.00,5120.00
"DE","mks_T","245_40_R_18","2010-2",397.00,5548.00
"ES","mks_T","225_50_ R_17","2000-2",470.00,4372.00
"ES","mks_T","225_50_ R_17","2001-2",286.00,501.00
"ES","mks_T","225_50_ R_17","2002-2",148.00,2698.00
"ES","mks_T","225_50_ R_17","2003-2",212.00,2674.00
"ES","mks_T","225_50_ R_17","2004-2",256.00,263.00
"ES","mks_T","225_50_ R_17","2005-2",43.00,2802.00
"ES","mks_T","225_50_ R_17","2006-2",340.00,2099.00
"ES","mks_T","225_50_ R_17","2007-2",305.00,3717.00
"ES","mks_T","225_50_ R_17","2008-2",418.00,4859.00
"ES","mks_T","225_50_ R_17","2009-2",203.00,4806.00
"ES","mks_T","225_50_ R_17","2010-2",473.00,2792.00
"ES","mks_T","225_45_R_17","2000-2",311.00,1483.00
"ES","mks_T","225_45_R_17","2001-2",143.00,1558.00
"ES","mks_T","225_45_R_17","2002-2",425.00,1636.00
"ES","mks_T","225_45_R_17","2003-2",137.00,1718.00
"ES","mks_T","225_45_R_17","2004-2",335.00,1804.00
"ES","mks_T","225_45_R_17","2005-2",351.00,1894.00
"ES","mks_T","225_45_R_17","2006-2",97.00,1988.00
"ES","mks_T","225_45_R_17","2007-2",236.00,2087.00
"ES","mks_T","225_45_R_17","2008-2",39.00,2192.00
"ES","mks_T","225_45_R_17","2009-2",434.00,2302.00
"ES","mks_T","225_45_R_17","2010-2",330.00,2417.00
"ES","mks_T","245_40_R_18","2000-2",34.00,4728.00
"ES","mks_T","245_40_R_18","2001-2",253.00,2165.00
"ES","mks_T","245_40_R_18","2002-2",225.00,2152.00
"ES","mks_T","245_40_R_18","2003-2",211.00,4075.00
"ES","mks_T","245_40_R_18","2004-2",292.00,3568.00
"ES","mks_T","245_40_R_18","2005-2",487.00,133.00
"ES","mks_T","245_40_R_18","2006-2",213.00,918.00
"ES","mks_T","245_40_R_18","2007-2",484.00,445.00
"ES","mks_T","245_40_R_18","2008-2",383.00,666.00
"ES","mks_T","245_40_R_18","2009-2",266.00,4163.00
"ES","mks_T","245_40_R_18","2010-2",323.00,4510.00
"IT","mks_T","225_50_ R_17","2000-3",266.00,2475.00
"IT","mks_T","225_50_ R_17","2001-3",162.00,284.00
"IT","mks_T","225_50_ R_17","2002-3",84.00,1527.00
"IT","mks_T","225_50_ R_17","2003-3",120.00,1514.00
"IT","mks_T","225_50_ R_17","2004-3",145.00,149.00
"IT","mks_T","225_50_ R_17","2005-3",25.00,1586.00
"IT","mks_T","225_50_ R_17","2006-3",193.00,1189.00
"IT","mks_T","225_50_ R_17","2007-3",173.00,2104.00
"IT","mks_T","225_50_ R_17","2008-3",237.00,2752.00
"IT","mks_T","225_50_ R_17","2009-3",115.00,2721.00
"IT","mks_T","225_50_ R_17","2010-3",268.00,1581.00
"IT","mks_T","225_45_R_17","2000-3",176.00,840.00
"IT","mks_T","225_45_R_17","2001-3",81.00,882.00
"IT","mks_T","225_45_R_17","2002-3",241.00,926.00
